kingdom,phylum,class,sublcass,superorder,order,suborder,superfamily,family,subfamily,tribe,genus,taxon_name,description,occurrence_status,establishment_means,adding_user_login,first_observation,last_observation,url,created_at,updated_at,taxon_common_name
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Cahuillus,Cahuillus greggi,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6269985,2015-07-05 19:32:21 -1000,2015-07-05 19:32:21 -1000,Panamint Desertsnail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Cahuillus,Cahuillus indioensis,,,native,kueda,https://www.inaturalist.org/observations/2564448,https://www.inaturalist.org/observations/41801133,https://www.inaturalist.org/listed_taxa/6269988,2015-07-05 19:32:22 -1000,2020-04-10 09:43:55 -1000,Coachella Desertsnail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Cahuillus,Cahuillus indioensis cathedralis,,,native,kueda,https://www.inaturalist.org/observations/10021069,https://www.inaturalist.org/observations/10021069,https://www.inaturalist.org/listed_taxa/6269991,2015-07-05 19:32:23 -1000,2018-02-28 10:59:48 -1000,
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Cahuillus,Cahuillus indioensis indioensis,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6269993,2015-07-05 19:32:24 -1000,2015-07-05 19:32:24 -1000,
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Eremarionta,Eremarionta brunnea,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6269995,2015-07-05 19:32:26 -1000,2015-07-05 19:32:26 -1000,Chuckwalla Spring desertsnail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Eremarionta,Eremarionta immaculata,,,native,kueda,https://www.inaturalist.org/observations/7927111,https://www.inaturalist.org/observations/7927111,https://www.inaturalist.org/listed_taxa/6269997,2015-07-05 19:32:27 -1000,2017-09-15 08:48:37 -1000,White Desertsnail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Eremarionta,Eremarionta millepalmarum,,,native,kueda,https://www.inaturalist.org/observations/7927112,https://www.inaturalist.org/observations/7927112,https://www.inaturalist.org/listed_taxa/6269999,2015-07-05 19:32:28 -1000,2018-04-16 08:28:00 -1000,Thousand Palms Desertsnail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Eremarionta,Eremarionta morongoana,,,native,kueda,https://www.inaturalist.org/observations/7939619,https://www.inaturalist.org/observations/7939619,https://www.inaturalist.org/listed_taxa/6270001,2015-07-05 19:32:28 -1000,2017-09-24 18:34:09 -1000,Morongo Desertsnail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Eremarionta,Eremarionta orocopia,,,native,kueda,https://www.inaturalist.org/observations/7927294,https://www.inaturalist.org/observations/7927294,https://www.inaturalist.org/listed_taxa/6270003,2015-07-05 19:32:29 -1000,2017-09-15 06:47:54 -1000,Orocopia Desertsnail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Eremarionta,Eremarionta rowelli,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270005,2015-07-05 19:32:30 -1000,2015-07-05 19:32:30 -1000,Eastern Desertsnail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Eremarionta,Eremarionta rowelli bakerensis,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270009,2015-07-05 19:32:31 -1000,2015-07-05 19:32:32 -1000,Baker's Desertsnail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Eremarionta,Eremarionta rowelli mccoiana,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270011,2015-07-05 19:32:34 -1000,2015-07-05 19:32:34 -1000,California Mccoy Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Eremarionta,Eremarionta argus,,,native,kueda,https://www.inaturalist.org/observations/7908756,https://www.inaturalist.org/observations/7908756,https://www.inaturalist.org/listed_taxa/6270013,2015-07-05 19:32:40 -1000,2018-07-06 08:20:54 -1000,
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Noyo,Noyo intersessa,,,native,kueda,https://www.inaturalist.org/observations/1363519,https://www.inaturalist.org/observations/24342925,https://www.inaturalist.org/listed_taxa/6270016,2015-07-05 19:32:41 -1000,2020-03-16 08:41:53 -1000,Ten Mile Shoulderband
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Rothelix,Rothelix cuyamacensis,,,native,kueda,https://www.inaturalist.org/observations/1596050,https://www.inaturalist.org/observations/19606202,https://www.inaturalist.org/listed_taxa/6270019,2015-07-05 19:32:42 -1000,2019-01-12 19:34:29 -1000,Cuyamaca Shoulderband
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Rothelix,Rothelix lowei,,,native,kueda,https://www.inaturalist.org/observations/5113647,https://www.inaturalist.org/observations/15412422,https://www.inaturalist.org/listed_taxa/6270021,2015-07-05 19:32:43 -1000,2019-01-01 10:19:03 -1000,Palomar Shoulderband
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Rothelix,Rothelix rhodophila,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270023,2015-07-05 19:32:44 -1000,2015-07-05 19:32:44 -1000,Azalea Shoulderband
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Rothelix,Rothelix warnerfontis,,,native,kueda,https://www.inaturalist.org/observations/10427284,https://www.inaturalist.org/observations/19662482,https://www.inaturalist.org/listed_taxa/6270025,2015-07-05 19:32:44 -1000,2019-01-28 10:20:06 -1000,Warner Springs Shoulderband
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta ayresiana,San Miguel and Santa Rosa Islands,,native,kueda,https://www.inaturalist.org/observations/6934963,https://www.inaturalist.org/observations/25810179,https://www.inaturalist.org/listed_taxa/6270027,2015-07-05 19:32:45 -1000,2020-04-04 10:42:44 -1000,San Miguel Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta carpenteri,,,native,kueda,https://www.inaturalist.org/observations/10050980,https://www.inaturalist.org/observations/10050980,https://www.inaturalist.org/listed_taxa/6270029,2015-07-05 19:32:46 -1000,2018-03-02 16:09:34 -1000,San Joaquin Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta coelata,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270033,2015-07-05 19:32:47 -1000,2015-07-05 19:32:48 -1000,Mesa Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta fieldi,,,native,kueda,https://www.inaturalist.org/observations/2634906,https://www.inaturalist.org/observations/38555684,https://www.inaturalist.org/listed_taxa/6270035,2015-07-05 19:32:48 -1000,2020-03-16 08:41:51 -1000,Surf Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta morroensis,,,native,kueda,https://www.inaturalist.org/observations/18661024,https://www.inaturalist.org/observations/18661025,https://www.inaturalist.org/listed_taxa/6270038,2015-07-05 19:32:49 -1000,2018-11-30 08:15:41 -1000,
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta phlyctaena,,,native,kueda,https://www.inaturalist.org/observations/2698031,https://www.inaturalist.org/observations/38522831,https://www.inaturalist.org/listed_taxa/6270040,2015-07-05 19:32:50 -1000,2020-02-11 12:49:44 -1000,Zaca Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta reediana,,,native,kueda,https://www.inaturalist.org/observations/2878775,https://www.inaturalist.org/observations/36522906,https://www.inaturalist.org/listed_taxa/6270043,2015-07-05 19:32:51 -1000,2019-12-10 16:39:40 -1000,Lowe Canyon Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta salviae,,,native,kueda,https://www.inaturalist.org/observations/26631539,https://www.inaturalist.org/observations/26631619,https://www.inaturalist.org/listed_taxa/6270048,2015-07-05 19:32:53 -1000,2019-06-10 13:24:16 -1000,Sage Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta sanctaecrucis,Santa Cruz and Ancapa Islands,,native,kueda,https://www.inaturalist.org/observations/2585774,https://www.inaturalist.org/observations/38037169,https://www.inaturalist.org/listed_taxa/6270051,2015-07-05 19:32:55 -1000,2020-04-03 11:43:57 -1000,Santa Cruz Island Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta similans,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270054,2015-07-05 19:32:57 -1000,2019-02-24 08:57:31 -1000,Coalinga Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta tejonis,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270057,2015-07-05 19:32:58 -1000,2015-07-05 19:32:58 -1000,Tejon Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta traskii,,,native,kueda,https://www.inaturalist.org/observations/1355718,https://www.inaturalist.org/observations/41149559,https://www.inaturalist.org/listed_taxa/6270059,2015-07-05 19:32:58 -1000,2020-04-02 05:20:56 -1000,Trask Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta traskii isidroensis,,,native,kueda,https://www.inaturalist.org/observations/6256071,https://www.inaturalist.org/observations/10633003,https://www.inaturalist.org/listed_taxa/6270064,2015-07-05 19:33:00 -1000,2018-04-12 10:10:50 -1000,San Ysidro Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta traskii pacoimensis,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270066,2015-07-05 19:33:01 -1000,2015-07-05 19:33:02 -1000,Pacoima Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta traskii traskii,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270068,2015-07-05 19:33:02 -1000,2015-07-05 19:33:02 -1000,Peninsular Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta uvasana,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270074,2015-07-05 19:33:04 -1000,2015-07-05 19:33:04 -1000,Grapevine Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta vasquezi,,,native,kueda,https://www.inaturalist.org/observations/9714548,https://www.inaturalist.org/observations/9714548,https://www.inaturalist.org/listed_taxa/6270077,2015-07-05 19:33:05 -1000,2020-03-16 08:11:47 -1000,Vasquez Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta walkeriana,,,native,kueda,https://www.inaturalist.org/observations/2633718,https://www.inaturalist.org/observations/39946089,https://www.inaturalist.org/listed_taxa/6270079,2015-07-05 19:33:06 -1000,2020-03-18 13:26:40 -1000,Morro Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta willetti,,,native,kueda,https://www.inaturalist.org/observations/7734310,https://www.inaturalist.org/observations/19588020,https://www.inaturalist.org/listed_taxa/6270081,2015-07-05 19:33:07 -1000,2020-03-31 08:48:17 -1000,Matilija Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta caruthersi,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270083,2015-07-05 19:33:08 -1000,2015-07-05 19:33:08 -1000,Morris Canyon Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta concolor,,,native,kueda,https://www.inaturalist.org/observations/10652693,https://www.inaturalist.org/observations/10652693,https://www.inaturalist.org/listed_taxa/6270085,2015-07-05 19:33:08 -1000,2018-04-06 00:21:04 -1000,Whitefir Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta crotalina,,,native,kueda,https://www.inaturalist.org/observations/10652721,https://www.inaturalist.org/observations/10652721,https://www.inaturalist.org/listed_taxa/6270087,2015-07-05 19:33:09 -1000,2018-04-08 08:29:13 -1000,Sidewinder Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta fisheri,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270089,2015-07-05 19:33:10 -1000,2015-07-05 19:33:10 -1000,Panamint Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta fontiphila,,,native,kueda,https://www.inaturalist.org/observations/9737207,https://www.inaturalist.org/observations/9737207,https://www.inaturalist.org/listed_taxa/6270091,2015-07-05 19:33:11 -1000,2018-02-05 14:23:31 -1000,Soledad Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta graniticola,,,native,kueda,https://www.inaturalist.org/observations/14920396,https://www.inaturalist.org/observations/41667484,https://www.inaturalist.org/listed_taxa/6270093,2015-07-05 19:33:12 -1000,2020-04-07 21:04:11 -1000,Granite Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta greggi,,,native,kueda,https://www.inaturalist.org/observations/20431111,https://www.inaturalist.org/observations/20431738,https://www.inaturalist.org/listed_taxa/6270095,2015-07-05 19:33:13 -1000,2019-02-17 17:19:33 -1000,Mojave Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta isabella,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270097,2015-07-05 19:33:13 -1000,2015-07-05 19:33:14 -1000,Yucca Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta jaegeri,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270099,2015-07-05 19:33:14 -1000,2015-07-05 19:33:15 -1000,Sweetwater Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta micrometalleoides,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270101,2015-07-05 19:33:15 -1000,2015-07-05 19:33:15 -1000,Mimic Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta mohaveana,,,native,kueda,https://www.inaturalist.org/observations/18851020,https://www.inaturalist.org/observations/18851020,https://www.inaturalist.org/listed_taxa/6270104,2015-07-05 19:33:16 -1000,2018-12-05 15:34:11 -1000,Victorville Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta petricola,,,native,kueda,https://www.inaturalist.org/observations/2359428,https://www.inaturalist.org/observations/36603667,https://www.inaturalist.org/listed_taxa/6270106,2015-07-05 19:33:17 -1000,2020-03-30 06:57:07 -1000,Transverse Range Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta taylori,,,native,kueda,https://www.inaturalist.org/observations/7904136,https://www.inaturalist.org/observations/7904136,https://www.inaturalist.org/listed_taxa/6270110,2015-07-05 19:33:21 -1000,2018-06-15 12:16:08 -1000,Westfork Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta venturensis,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270112,2015-07-05 19:33:22 -1000,2015-07-05 19:33:22 -1000,Ventura Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta allynsmithi,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270114,2015-07-05 19:33:22 -1000,2015-07-05 19:33:23 -1000,Merced Canyon Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta arrosa,,,endemic,kueda,https://www.inaturalist.org/observations/58420,https://www.inaturalist.org/observations/41759336,https://www.inaturalist.org/listed_taxa/6270116,2015-07-05 19:33:24 -1000,2020-04-09 10:16:22 -1000,Bronze Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta arrosa arrosa,,,native,kueda,https://www.inaturalist.org/observations/18929198,https://www.inaturalist.org/observations/40165591,https://www.inaturalist.org/listed_taxa/6270128,2015-07-05 19:33:35 -1000,2020-03-17 19:51:08 -1000,
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta arrosa monticola,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270138,2015-07-05 19:33:39 -1000,2019-01-18 12:03:34 -1000,Mountain Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta arrosa pomoensis,,,native,kueda,https://www.inaturalist.org/observations/1345007,https://www.inaturalist.org/observations/23066034,https://www.inaturalist.org/listed_taxa/6270140,2015-07-05 19:33:40 -1000,2019-11-25 14:34:01 -1000,Pomo Bronze Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta avus,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270142,2015-07-05 19:33:41 -1000,2015-07-05 19:33:42 -1000,Badger Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta benitoensis,,,native,kueda,https://www.inaturalist.org/observations/1604145,https://www.inaturalist.org/observations/40661432,https://www.inaturalist.org/listed_taxa/6270144,2015-07-05 19:33:42 -1000,2020-03-24 13:20:54 -1000,Pinnacles Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta berryi,,,native,kueda,https://www.inaturalist.org/observations/10564400,https://www.inaturalist.org/observations/40789739,https://www.inaturalist.org/listed_taxa/6270146,2015-07-05 19:33:43 -1000,2020-03-27 05:43:18 -1000,Tehachapi Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta californiensis,,,native,kueda,https://www.inaturalist.org/observations/913566,https://www.inaturalist.org/observations/36523708,https://www.inaturalist.org/listed_taxa/6270148,2015-07-05 19:33:44 -1000,2019-12-09 21:34:18 -1000,Point Pinos Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta callistoderma,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270150,2015-07-05 19:33:45 -1000,2015-07-05 19:33:46 -1000,Kern Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta contracostae,,,native,kueda,https://www.inaturalist.org/observations/1196514,https://www.inaturalist.org/observations/12426364,https://www.inaturalist.org/listed_taxa/6270152,2015-07-05 19:33:46 -1000,2020-01-02 14:11:18 -1000,Contra Costa Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta cuyama,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270157,2015-07-05 19:33:50 -1000,2015-07-05 19:33:51 -1000,Cuyama Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta cypreophila,,,native,kueda,https://www.inaturalist.org/observations/1363594,https://www.inaturalist.org/observations/37803203,https://www.inaturalist.org/listed_taxa/6270159,2015-07-05 19:33:51 -1000,2020-01-21 19:22:06 -1000,Foothill Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta diabloensis,,,native,kueda,https://www.inaturalist.org/observations/1219334,https://www.inaturalist.org/observations/22596351,https://www.inaturalist.org/listed_taxa/6270175,2015-07-05 19:33:58 -1000,2020-04-02 18:16:34 -1000,Silky Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta dupetithouarsii,,,native,kueda,https://www.inaturalist.org/observations/1363465,https://www.inaturalist.org/observations/40849093,https://www.inaturalist.org/listed_taxa/6270183,2015-07-05 19:34:02 -1000,2020-03-30 06:51:34 -1000,Cypress Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta edwardsi,,,native,kueda,,,https://www.inaturalist.org/listed_taxa/6270185,2015-07-05 19:34:03 -1000,2015-07-05 19:34:03 -1000,Pine Valley Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta euomphalodes,,,native,kueda,https://www.inaturalist.org/observations/22851359,https://www.inaturalist.org/observations/22867233,https://www.inaturalist.org/listed_taxa/6270187,2015-07-05 19:34:04 -1000,2019-04-22 12:49:01 -1000,Greenhorn Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta exarata,,,native,kueda,https://www.inaturalist.org/observations/1170535,https://www.inaturalist.org/observations/37804032,https://www.inaturalist.org/listed_taxa/6270189,2015-07-05 19:34:05 -1000,2020-01-24 12:39:54 -1000,San Lorenzo Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta expansilabris,,,native,kueda,https://www.inaturalist.org/observations/1345584,https://www.inaturalist.org/observations/37047185,https://www.inaturalist.org/listed_taxa/6270195,2015-07-05 19:34:07 -1000,2020-03-17 04:05:49 -1000,Mendocino Shoulderband Snail
Animalia,Mollusca,Gastropoda,,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Xanthonychidae,Helminthoglyptinae,,Helminthoglypta,Helminthoglypta expansilabris mattolensis,,,native,kueda,https://www.inaturalist.org/observations/1345584,https://www.inaturalist.org/observations/23018988,https://www.inaturalist.org/listed_taxa/6270198,2015-07-05 19:34:09 -1000,2020-03-16 08:41:51 -1000,
